prompt_template,text,slice,true_label,predicted_label,correct,rationale
clinical_cautious_prompt,"The model is fast, stable, and useful for medical triage.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The model is fast, stable, and useful for scientific retrieval.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The agent is fast, stable, and useful for edge deployment.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The agent is fast, stable, and useful for medical triage.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The agent is fast, stable, and useful for scientific retrieval.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The detector is fast, stable, and useful for edge deployment.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The detector is fast, stable, and useful for medical triage.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The detector is fast, stable, and useful for scientific retrieval.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The retriever is fast, stable, and useful for edge deployment.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The retriever is fast, stable, and useful for medical triage.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The retriever is fast, stable, and useful for scientific retrieval.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The pipeline is fast, stable, and useful for edge deployment.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The pipeline is fast, stable, and useful for medical triage.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The pipeline is fast, stable, and useful for scientific retrieval.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The dashboard is fast, stable, and useful for edge deployment.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The dashboard is fast, stable, and useful for medical triage.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,"The dashboard is fast, stable, and useful for scientific retrieval.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['stable']; negative=[]
clinical_cautious_prompt,The model improved latency without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The model improved macro F1 without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The model improved calibration without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The agent improved retrieval precision without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The agent improved accuracy without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The agent improved recall without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The detector improved latency without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The detector improved macro F1 without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The detector improved calibration without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The retriever improved retrieval precision without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The retriever improved accuracy without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The retriever improved recall without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The pipeline improved latency without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The pipeline improved macro F1 without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The pipeline improved calibration without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The dashboard improved retrieval precision without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The dashboard improved accuracy without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The dashboard improved recall without increasing latency.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['improved']; negative=[]
clinical_cautious_prompt,The model gave correct answers and clear explanations for edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The model gave correct answers and clear explanations for medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The model gave correct answers and clear explanations for scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The agent gave correct answers and clear explanations for edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The agent gave correct answers and clear explanations for medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The agent gave correct answers and clear explanations for scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The detector gave correct answers and clear explanations for edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The detector gave correct answers and clear explanations for medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The detector gave correct answers and clear explanations for scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The retriever gave correct answers and clear explanations for edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The retriever gave correct answers and clear explanations for medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The retriever gave correct answers and clear explanations for scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The pipeline gave correct answers and clear explanations for edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The pipeline gave correct answers and clear explanations for medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The pipeline gave correct answers and clear explanations for scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The dashboard gave correct answers and clear explanations for edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The dashboard gave correct answers and clear explanations for medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The dashboard gave correct answers and clear explanations for scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['correct']; negative=[]
clinical_cautious_prompt,The model solved the problem and saved time during edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The model solved the problem and saved time during medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The model solved the problem and saved time during scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The agent solved the problem and saved time during edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The agent solved the problem and saved time during medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The agent solved the problem and saved time during scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The detector solved the problem and saved time during edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The detector solved the problem and saved time during medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The detector solved the problem and saved time during scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The retriever solved the problem and saved time during edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The retriever solved the problem and saved time during medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The retriever solved the problem and saved time during scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The pipeline solved the problem and saved time during edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The pipeline solved the problem and saved time during medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The pipeline solved the problem and saved time during scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The dashboard solved the problem and saved time during edge deployment.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The dashboard solved the problem and saved time during medical triage.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,The dashboard solved the problem and saved time during scientific retrieval.,positive_clear,positive,neutral,False,neutral tie/bias; positive=['solved']; negative=[]
clinical_cautious_prompt,"The model is reliable, easy to use, and well documented.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['reliable']; negative=[]
clinical_cautious_prompt,"The agent is reliable, easy to use, and well documented.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['reliable']; negative=[]
clinical_cautious_prompt,"The detector is reliable, easy to use, and well documented.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['reliable']; negative=[]
clinical_cautious_prompt,"The retriever is reliable, easy to use, and well documented.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['reliable']; negative=[]
clinical_cautious_prompt,"The pipeline is reliable, easy to use, and well documented.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['reliable']; negative=[]
clinical_cautious_prompt,"The dashboard is reliable, easy to use, and well documented.",positive_clear,positive,neutral,False,neutral tie/bias; positive=['reliable']; negative=[]
clinical_cautious_prompt,"The model is slow, confusing, and unreliable for edge deployment.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The model is slow, confusing, and unreliable for medical triage.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The model is slow, confusing, and unreliable for scientific retrieval.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The agent is slow, confusing, and unreliable for edge deployment.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The agent is slow, confusing, and unreliable for medical triage.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The agent is slow, confusing, and unreliable for scientific retrieval.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The detector is slow, confusing, and unreliable for edge deployment.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The detector is slow, confusing, and unreliable for medical triage.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The detector is slow, confusing, and unreliable for scientific retrieval.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The retriever is slow, confusing, and unreliable for edge deployment.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The retriever is slow, confusing, and unreliable for medical triage.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The retriever is slow, confusing, and unreliable for scientific retrieval.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The pipeline is slow, confusing, and unreliable for edge deployment.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The pipeline is slow, confusing, and unreliable for medical triage.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The pipeline is slow, confusing, and unreliable for scientific retrieval.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The dashboard is slow, confusing, and unreliable for edge deployment.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The dashboard is slow, confusing, and unreliable for medical triage.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The dashboard is slow, confusing, and unreliable for scientific retrieval.",negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,The model missed important cases and reduced latency.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The model missed important cases and reduced macro F1.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The model missed important cases and reduced calibration.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The agent missed important cases and reduced retrieval precision.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The agent missed important cases and reduced accuracy.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The agent missed important cases and reduced recall.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The detector missed important cases and reduced latency.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The detector missed important cases and reduced macro F1.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The detector missed important cases and reduced calibration.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The retriever missed important cases and reduced retrieval precision.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The retriever missed important cases and reduced accuracy.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The retriever missed important cases and reduced recall.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The pipeline missed important cases and reduced latency.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The pipeline missed important cases and reduced macro F1.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The pipeline missed important cases and reduced calibration.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The dashboard missed important cases and reduced retrieval precision.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The dashboard missed important cases and reduced accuracy.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The dashboard missed important cases and reduced recall.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['missed']
clinical_cautious_prompt,The model looks polished but the factual errors are serious.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The agent looks polished but the factual errors are serious.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The detector looks polished but the factual errors are serious.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The retriever looks polished but the factual errors are serious.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The pipeline looks polished but the factual errors are serious.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The dashboard looks polished but the factual errors are serious.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The model crashed when edge deployment became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The model crashed when medical triage became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The model crashed when scientific retrieval became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The agent crashed when edge deployment became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The agent crashed when medical triage became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The agent crashed when scientific retrieval became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The detector crashed when edge deployment became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The detector crashed when medical triage became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The detector crashed when scientific retrieval became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The retriever crashed when edge deployment became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The retriever crashed when medical triage became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The retriever crashed when scientific retrieval became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The pipeline crashed when edge deployment became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The pipeline crashed when medical triage became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The pipeline crashed when scientific retrieval became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The dashboard crashed when edge deployment became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The dashboard crashed when medical triage became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The dashboard crashed when scientific retrieval became more complex.,negative_clear,negative,neutral,False,neutral tie/bias; positive=[]; negative=['crashed']
clinical_cautious_prompt,The model is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unsafe']
clinical_cautious_prompt,The agent is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unsafe']
clinical_cautious_prompt,The detector is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unsafe']
clinical_cautious_prompt,The retriever is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unsafe']
clinical_cautious_prompt,The pipeline is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unsafe']
clinical_cautious_prompt,The dashboard is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unsafe']
clinical_cautious_prompt,"The model improves latency, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The model improves macro F1, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The model improves calibration, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The agent improves retrieval precision, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The agent improves accuracy, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The agent improves recall, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The detector improves latency, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The detector improves macro F1, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The detector improves calibration, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The retriever improves retrieval precision, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The retriever improves accuracy, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The retriever improves recall, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The pipeline improves latency, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The pipeline improves macro F1, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
